"y","x1","x2","x3","f"
1.1062926934952,-0.896914546624981,-1.79382909324996,1.07445940641284,"b"
0.831183959521673,0.184849184646742,0.369698369293485,0.260597835092159,"c"
2.81779686571746,1.58784533120882,3.17569066241765,-0.31427198017192,"c"
-0.598032886004913,-1.13037567424629,-2.26075134849257,-0.749630095483078,"c"
1.12540255648649,-0.0802517565509893,-0.160503513101979,-0.862198329685807,"b"
2.43855212026842,0.132420284381094,0.264840568762189,2.04804030304848,"a"
2.69091451365526,0.707954729271733,1.41590945854347,0.939920077613375,"a"
0.55993495400077,-0.23969802417184,-0.47939604834368,2.00868711591535,"a"
3.12480197019706,1.98447393665293,3.96894787330585,-0.421373572405353,"a"
1.0654207518486,-0.138787012119665,-0.277574024239329,-0.350834423147859,"c"
0.963801487493495,0.417650750792556,0.835301501585111,-1.02738059808676,"c"
1.93311714473256,0.981752777463662,1.96350555492732,-0.250519126720292,"a"
0.750026814868229,-0.392695355503813,-0.785390711007625,0.471859466116943,"a"
0.451739283178739,-1.03966897694891,-2.07933795389783,1.35893982099811,"a"
3.48047918998557,1.78222896030858,3.56445792061715,0.564168602683639,"c"
-2.04583463879425,-2.31106908460517,-4.62213816921033,0.455980090481221,"c"
2.22527745663299,0.878604580921265,1.75720916184253,1.23095366302092,"b"
1.18401088771039,0.035806718015226,0.0716134360304519,1.14713684772712,"b"
2.09697267030668,1.01282869212708,2.02565738425417,0.106598040927417,"c"
0.70113596494831,0.432265154539617,0.864530309079233,-0.783316657008623,"b"
3.54485001189229,2.09081920524915,4.18163841049829,1.24119982707737,"a"
0.188193894265823,-1.19992581964387,-2.39985163928774,0.138858419103515,"a"
3.49412909112512,1.58963820029007,3.17927640058014,1.71063158823657,"c"
1.70327848565952,1.95465164222325,3.90930328444651,-0.430640974722993,"c"
0.346120309185528,0.00493777682814261,0.00987555365628521,-1.04422958092706,"b"
-1.73606571214725,-2.45170638784613,-4.90341277569225,0.537579524580529,"c"
1.36574419824656,0.477237302613617,0.954474605227234,-0.669585987150229,"b"
0.873808868623698,-0.596558168631403,-1.19311633726281,0.638805611438309,"b"
0.731847835576632,0.792203270299649,1.5844065405993,-1.72398983449257,"c"
1.0038359731626,0.289636710177348,0.579273420354695,-1.74243008034091,"b"
1.88426049043168,0.738938603762125,1.47787720752425,0.689804173282994,"b"
0.677540975689208,0.318960401097649,0.637920802195297,0.330963177173467,"c"
2.59373806282264,1.076164353812,2.15232870762401,0.871067708948055,"c"
-0.184392921022187,-0.284157720488246,-0.568315440976492,-2.01624558221344,"a"
-0.183765080652146,-0.776675273979758,-1.55335054795952,1.21257910351036,"a"
0.22470609131831,-0.595660498691777,-1.19132099738355,1.20049469882194,"c"
