"y","x","g1","g2"
0.738472140577458,-1.19677168222235,"G1","G1.1"
0.761027689055239,-0.694292510435459,"G1","G1.1"
1.35069598547055,-0.412292951136803,"G1","G1.1"
0.944926526883007,-0.970673341119483,"G1","G1.1"
0.897547991517246,-0.947279945228108,"G1","G1.1"
1.47310859831362,0.748139340290551,"G1","G1.1"
1.08458014675956,-0.116955225887152,"G1","G1.1"
1.66031708393949,0.152657626282234,"G1","G1.1"
1.84445222528777,2.18997810732938,"G1","G1.1"
1.40010814289923,0.356986230329022,"G1","G1.1"
2.48119918471866,2.71675178313072,"G1","G1.1"
2.57814593074803,2.28145192598956,"G1","G1.1"
1.21981309244975,0.324020540138516,"G1","G1.1"
1.97279700126535,1.89606706680993,"G1","G1.1"
1.09360640274586,0.467680511321698,"G1","G1.1"
0.825175981331045,-0.893800723085444,"G1","G1.1"
1.05661069625663,-0.307328299537195,"G1","G1.1"
1.70322630536986,-0.00482242226757041,"G1","G1.1"
1.87262266792674,0.988164149499945,"G1","G1.1"
1.6660577805382,0.839750359624071,"G1","G1.1"
1.86145833101823,0.7053418309055,"G1","G1.1"
1.74356318375472,1.30596472081169,"G1","G1.1"
0.742501081949061,-1.38799621659285,"G1","G1.1"
1.91931264766579,1.27291686425524,"G1","G1.1"
1.88582587203559,0.184192771235767,"G1","G1.1"
1.81803403705453,0.752279895740033,"G1","G1.1"
1.68100883559747,0.591745052462727,"G1","G1.1"
0.436418488424016,-0.983052595771021,"G1","G1.1"
1.37288602068239,0.16599145067735,"G1","G1.2"
0.936216370614473,-0.899907629628172,"G1","G1.2"
1.33916631307063,0.0763714738605741,"G1","G1.2"
0.927894065071736,0.159155278262728,"G1","G1.2"
1.79365207544127,0.543674184709699,"G1","G1.2"
2.1726612713792,0.704807352613047,"G1","G1.2"
1.33396061493252,0.31896914255711,"G1","G1.2"
2.02939756622462,1.10924978897106,"G1","G1.2"
1.77857975738324,0.769154194657112,"G1","G1.2"
2.11533973953707,1.15347367477894,"G1","G1.2"
1.73217967941747,1.26068350268094,"G1","G1.2"
2.01564736382778,0.700623506572324,"G1","G1.2"
1.11105052475848,0.432627160845955,"G1","G1.2"
0.899522142907206,-0.922601718256921,"G1","G1.2"
1.1085644260787,-0.615584206630919,"G1","G1.2"
1.20905363428134,-0.866659688251375,"G1","G1.2"
0.920455076598112,-1.63951708718114,"G1","G1.2"
0.845864384146073,-1.32583924384341,"G1","G1.2"
0.692077004483997,-0.88903672763797,"G1","G1.2"
1.26957570317067,-0.557602330302113,"G1","G1.2"
0.893875513659613,-0.0624023088383481,"G1","G1.2"
2.66646407837958,2.42269297715943,"G1","G1.2"
1.84400027346903,0.342585350147299,"G1","G1.2"
1.6537429261659,0.00424823625213038,"G1","G1.2"
1.44771151918738,0.0292198420016504,"G1","G1.2"
1.11475411171777,-0.393423429121303,"G1","G1.2"
1.22059604793564,-0.792704562788928,"G1","G1.2"
0.728930474517605,-0.699256574706796,"G1","G1.3"
0.958807727096528,-0.649467110536253,"G1","G1.3"
1.84784325661496,1.30998358800161,"G1","G1.3"
2.21878345924138,1.84217708521442,"G1","G1.3"
1.26604282621771,-0.287808224675833,"G1","G1.3"
1.57133577223813,-0.267693205702989,"G1","G1.3"
0.353783348727168,-1.62656516637211,"G1","G1.3"
1.57343723033028,0.0706570879804224,"G1","G1.3"
1.16621674162538,-1.12207948609742,"G1","G1.3"
1.6125762333254,0.598165446616783,"G1","G1.3"
1.14826761356317,-0.114419139711621,"G1","G1.3"
1.55249440852168,0.54908662150973,"G1","G1.3"
1.3096084563705,-0.582665820089742,"G1","G1.3"
1.11744801045116,-1.66714401361681,"G1","G1.3"
2.02219654095502,0.606737950622061,"G1","G1.3"
1.60062287619049,-0.416361560019012,"G1","G1.3"
1.6276079712795,0.456677772129481,"G1","G1.3"
1.69031642168501,-0.188162284257804,"G1","G1.3"
1.69147993220462,-0.892616563662937,"G1","G1.3"
0.993626154295511,-0.54528407036246,"G1","G1.3"
1.77192986298871,-0.513372141002906,"G1","G1.3"
1.63113360943505,0.109397310903808,"G1","G1.3"
1.36659546652261,0.0172757129519554,"G1","G1.3"
2.14463602112889,0.547925678071832,"G1","G1.3"
1.49291159357588,-0.265320929132641,"G1","G1.3"
2.01152389380369,1.49048326485891,"G1","G1.3"
1.20775109774404,-0.226601048381344,"G1","G1.3"
1.21786583270315,-0.362876678999287,"G1","G1.3"
1.84581939634004,0.980697754054704,"G1","G1.3"
1.14980423242496,-0.209416480838926,"G1","G1.3"
2.11125345461225,0.61577308524436,"G2","G2.1"
1.24945736743915,0.25604208088657,"G2","G2.1"
1.60833359066021,0.727839002390497,"G2","G2.1"
2.14582313937753,1.32411091853635,"G2","G2.1"
1.13912135272661,0.147158490178646,"G2","G2.1"
1.63033179811283,-0.598539392754631,"G2","G2.1"
2.38166422090637,2.19252992677919,"G2","G2.1"
1.94455740263967,2.32711279557824,"G2","G2.1"
