"y","x","g"
0.00231669459688155,-0.840855480786298,"g01"
1.8798364440269,1.38435934347858,"g02"
1.58475653500989,-1.25549186262767,"g03"
1.74887448423869,0.0701427664273268,"g04"
0.806923481010836,1.71144087270237,"g05"
0.400946319001419,-0.602907981454667,"g06"
2.20209147408717,-0.472166385166945,"g07"
1.3408692418632,-0.635371312524283,"g08"
-0.113632682464436,-0.285773634866154,"g09"
1.92601744390699,0.138108224803923,"g10"
2.29665671503192,1.22763034385346,"g11"
-0.588477305140582,-0.801779454652824,"g12"
0.809073841144162,-1.08039260002739,"g13"
0.0159685101310552,-0.157534356106882,"g14"
1.13874292189687,-1.07176003987792,"g15"
1.3781051481714,-0.138986140549846,"g16"
1.69615546505104,-0.597313094712925,"g17"
-0.129954098908208,-2.18396676009159,"g18"
0.11289045187505,0.240817255936695,"g19"
1.32538262054383,-0.259355406734251,"g20"
1.18259326769877,0.900511945333252,"g21"
1.0300616963997,0.941869393867744,"g22"
4.25118505540581,1.4679619034197,"g23"
0.154559871923812,0.706761089557912,"g24"
2.46748714475099,0.819008930262152,"g25"
0.0813391032790498,-0.293481848702452,"g26"
1.84540298859574,1.41858907248595,"g27"
1.81706632892642,1.49877382740649,"g28"
-0.843614942450583,-0.657082094485664,"g29"
0.657849498988279,-0.852795440002,"g30"
2.42659489768638,0.315915038361467,"g31"
1.92421992435586,1.10969416765886,"g32"
2.67985409843218,2.21546057167805,"g33"
1.42940788683659,1.21710363895734,"g34"
0.945242417574609,1.47922178663827,"g35"
1.86116568193168,0.951573832417858,"g36"
0.0171245819230648,-1.00953264596257,"g37"
0.832121152485468,-2.00047273863795,"g38"
0.451684091684818,-1.76218587245206,"g39"
2.70153753935105,-0.14260812595506,"g40"
0.925707508169784,1.55006036948313,"g41"
1.38264702990479,-0.802423181714772,"g42"
0.582975813329637,-0.0745789198826713,"g43"
2.70005716498446,1.89566795472246,"g44"
1.60795704260261,-0.456568940920431,"g45"
1.52777434989345,0.56222336264302,"g46"
-0.286533310884632,-0.887008511511427,"g47"
0.36213330823339,-0.460244576195178,"g48"
1.57668179926801,-0.724328486067471,"g49"
1.91765682111114,-0.0692111558341109,"g50"
2.06269967625376,1.46324856294868,"g01"
1.55004172381876,0.187726097433136,"g02"
2.99424183114681,1.02202286133084,"g03"
0.0717595134331569,-0.591834832951038,"g04"
-0.0493421918690364,-0.112200655036137,"g05"
0.166452492485039,-0.924953085865683,"g06"
2.85760316855333,0.753304798295517,"g07"
2.1039422332253,-0.112609070203049,"g08"
0.583921993805623,-0.0640909282197963,"g09"
1.64764951322089,0.233275293545762,"g10"
0.787798609271207,-1.13658280314849,"g11"
0.894060661680533,0.854830423128456,"g12"
1.28516585818171,-0.578370418961854,"g13"
0.0586155983177574,0.496361539030152,"g14"
0.811847234295462,-0.760057930611788,"g15"
1.0139972733794,-0.341386270399429,"g16"
0.471778213547883,-2.1023291204778,"g17"
0.893311220754744,-0.301702281368895,"g18"
-0.1825463027197,-1.2723834421812,"g19"
1.19169334693235,-0.279666109809229,"g20"
0.228032026996106,-0.204097320819576,"g21"
0.313758058964538,-0.225614185517355,"g22"
4.34928126534003,0.347028452022099,"g23"
0.76881908057326,0.0323678425979233,"g24"
2.97930859474338,0.413531289671798,"g25"
1.11624209753458,-0.155348476625379,"g26"
1.61303097636993,0.973485392483047,"g27"
1.24459572449359,0.121090142773478,"g28"
-0.456660414333359,0.189173691477455,"g29"
1.34706273044917,-0.562885069825959,"g30"
2.68862974818782,0.498416165001331,"g31"
0.723064022486392,-1.74230249336309,"g32"
1.867498995514,0.975529097203687,"g33"
1.29842760255643,-0.0240828727364371,"g34"
1.21639643299368,0.675684475314084,"g35"
1.13469785299715,-0.710309605053391,"g36"
1.7296396888466,2.38723264637739,"g37"
1.54950764637532,-0.473432012196463,"g38"
1.23426525529757,-0.0757725566667704,"g39"
1.83676307555447,-0.521840056478283,"g40"
0.254126699557128,0.926047134562351,"g41"
1.32242024740894,-1.06241117161421,"g42"
0.908525933954986,0.557033866297959,"g43"
2.51658309831961,0.900730584912171,"g44"
2.48798797698505,0.989945683688183,"g45"
1.51002393977629,0.383608087579678,"g46"
0.469179520379056,-0.346583813698718,"g47"
0.412082568155938,-0.540189250004419,"g48"
1.16820296009562,-0.182555593266753,"g49"
2.61923046473096,-0.0592996499937566,"g50"
-0.248778947384779,-1.99538696782384,"g01"
1.58785955466888,1.13531128117098,"g02"
1.8772445131067,0.675794565753826,"g03"
1.01664136955038,0.208483263107273,"g04"
0.0293706241294454,-0.0578456420850543,"g05"
1.04967104068742,0.893811414102594,"g06"
1.86905135941323,-0.228865380775571,"g07"
0.953911984280451,-1.96565264964054,"g08"
0.362805705128063,-0.753510445823568,"g09"
2.95806034536674,1.28015162444013,"g10"
1.24297650415432,-0.952904959742162,"g11"
0.359582403311624,1.62237939300938,"g12"
2.97986461108985,2.60014202012244,"g13"
0.14776282365447,0.139648505121955,"g14"
1.06888334007878,-1.35071967312748,"g15"
1.93822747491926,0.798931017947904,"g16"
0.473357334804297,-1.55499584044527,"g17"
0.759517104061132,0.463720056793994,"g18"
0.580316483421152,0.0524295645731926,"g19"
1.2000213695163,-0.202031800720549,"g20"
1.43955589236092,1.170856422007,"g21"
1.04231294928265,0.884844855572036,"g22"
2.80653497496891,-1.31788860387717,"g23"
0.0142916809397199,-1.64325093560507,"g24"
3.33298635294714,1.0592503872462,"g25"
0.870980844553443,0.290083581388744,"g26"
0.31424583017194,-0.400033498893936,"g27"
1.49271610564901,1.24309577806468,"g28"
-0.368113100322113,-1.36641051800538,"g29"
-0.00499911135380182,-1.44141330181324,"g30"
2.99405721769879,1.34854905502778,"g31"
0.761295113870846,-1.97852833969393,"g32"
0.639595208101547,-1.24095058404706,"g33"
0.908302601463323,-0.104039127810068,"g34"
0.490639328671268,0.732972958643441,"g35"
2.37525709178158,0.455679623259831,"g36"
-0.307364000298286,0.288079547542953,"g37"
1.69857318723789,-1.07369091067627,"g38"
2.35455484223145,0.648742539463705,"g39"
2.54208336585104,0.299162278550541,"g40"
-0.024898375672293,-0.795994993036327,"g41"
1.48726275993484,-0.0293533971599339,"g42"
1.02211204542405,2.18023570119832,"g43"
2.13941451788413,0.95741846863436,"g44"
1.68550025795668,-0.305048634884937,"g45"
0.867468246626283,-0.418403338888872,"g46"
1.0171619464987,0.099954049003644,"g47"
0.96217926054353,-0.229809618161776,"g48"
1.76914575757958,-1.4152148761828,"g49"
2.43628423939293,-0.392598862309439,"g50"
1.27293484678621,0.946088549949595,"g01"
1.70413564933584,0.751770872113376,"g02"
2.07919907114327,-0.517376848489059,"g03"
1.1276780159934,0.808335978394552,"g04"
-0.349555849296496,-0.614535223332354,"g05"
1.23142639165759,1.23825892826958,"g06"
1.85529418388101,-0.338095142470524,"g07"
2.58589418847447,1.19636636309019,"g08"
0.571723494582018,-0.443318378624522,"g09"
1.53825639086916,0.186114897250295,"g10"
0.476837111531572,-2.62134481265259,"g11"
1.14336017071106,2.2462546198522,"g12"
1.58971596396067,0.0934316810758117,"g13"
0.722976653376528,1.62728009336595,"g14"
1.57415648927711,-0.510917549165113,"g15"
0.639306266470626,-0.659380837662399,"g16"
1.63674280289194,-0.0401901602379476,"g17"
0.523344360187762,-0.118694001769377,"g18"
0.693938203636302,-0.0196568645371491,"g19"
1.53499206850199,-0.485678485579132,"g20"
-0.396267334358726,-1.4401475242738,"g21"
0.459535346011557,0.14376887773926,"g22"
3.23089518985959,-1.23458665426697,"g23"
-0.199572183528263,-1.75250120992842,"g24"
1.86806720494284,-0.0354962870507054,"g25"
0.552867247712798,0.332034908601844,"g26"
1.94586571273793,1.57228825632823,"g27"
0.678210794485713,-1.06947057239333,"g28"
0.62297126229727,0.91628652361472,"g29"
0.611629687091618,-0.59499289628346,"g30"
3.75310771892332,2.18164667527861,"g31"
1.4345853846279,-0.683773286297962,"g32"
1.56342438360524,0.750059213801471,"g33"
1.63703044454391,0.974382633855106,"g34"
-0.0276641687427892,-1.26447347566128,"g35"
0.944990860618947,-0.277421423584568,"g36"
0.349070373165517,-0.189398694764071,"g37"
1.98202646400342,-0.384024946064503,"g38"
1.31658493838273,0.74058802317655,"g39"
2.17391905997304,-1.16833839112118,"g40"
0.65711480752249,0.667538698134934,"g41"
1.30789183524472,0.366236949649003,"g42"
-0.157198995729502,-0.514942993890628,"g43"
1.69284499332384,0.450568239936951,"g44"
2.28889537864686,-0.187720379786406,"g45"
1.6642905176727,1.3390693748472,"g46"
0.375860471673024,0.816219184277941,"g47"
0.749275430933773,0.0822017641474444,"g48"
1.04891213135341,-0.6508627214281,"g49"
2.40494447088515,0.726409017641226,"g50"
0.882694686986523,-0.113678177255554,"g01"
0.730474196096652,-0.295100826540589,"g02"
2.48140741884997,0.989168469135801,"g03"
0.250393594724935,-0.775131805891485,"g04"
0.309451157046377,0.275898266616857,"g05"
1.02596414177372,0.410781647836812,"g06"
2.86693651968687,0.611183163878515,"g07"
2.27399295949362,0.936570719891447,"g08"
0.542522981206087,-0.367541703398849,"g09"
1.8150307552569,0.740376758597461,"g10"
2.74076502274481,1.21853305505749,"g11"
-0.301597366553712,0.629134434134525,"g12"
2.19643014916862,0.527746312982886,"g13"
-0.218727191704096,-0.472255304538295,"g14"
2.23402536467468,0.823715156168399,"g15"
0.888532291743409,-0.427788245368348,"g16"
1.48984895527501,-0.142643927350054,"g17"
0.861173693858271,1.41878304909753,"g18"
-0.0449882830420276,0.487133901288602,"g19"
1.83966344873247,0.603441451074526,"g20"
0.108579853443402,0.210832878837114,"g21"
0.467280062632473,-0.033299205842642,"g22"
4.91822523717975,2.02519698930505,"g23"
0.678877100516785,-0.370786749704425,"g24"
1.58652004666314,-1.57823444956762,"g25"
0.579507870503039,-0.121571952403218,"g26"
0.852292776087098,-1.79667681643541,"g27"
