"y","time","id"
3.63514126530609,0,"S01"
3.78790057878859,1,"S01"
5.83174179441759,2,"S01"
6.80697123662199,3,"S01"
7.28496550020139,4,"S01"
8.16983708029093,5,"S01"
9.57707560930098,6,"S01"
11.6918358487551,7,"S01"
12.1389971418235,8,"S01"
13.7934454673414,9,"S01"
3.51688541846151,0,"S02"
3.53117476093523,1,"S02"
5.56473243262872,2,"S02"
7.09250014100266,3,"S02"
8.91632688231875,4,"S02"
9.90127210318031,5,"S02"
12.2909675961947,6,"S02"
13.2821349932241,7,"S02"
13.527650705433,8,"S02"
15.421961672174,9,"S02"
4.78537515252122,0,"S03"
6.10926330229929,1,"S03"
8.85958832074374,2,"S03"
11.5707549643376,3,"S03"
12.1215161717045,4,"S03"
14.9692027533197,5,"S03"
17.3467941582822,6,"S03"
18.4493674090814,7,"S03"
19.942307577728,8,"S03"
23.4411376145145,9,"S03"
4.23392717242964,0,"S04"
5.59907520722843,1,"S04"
7.04872663515463,2,"S04"
9.63505707574462,3,"S04"
10.5182912657098,4,"S04"
12.215440196906,5,"S04"
13.5458827980515,6,"S04"
16.0137897032015,7,"S04"
16.22392000832,8,"S04"
18.973700027439,9,"S04"
6.42538213433719,0,"S05"
7.19968446565455,1,"S05"
9.30144293702696,2,"S05"
9.73759758244737,3,"S05"
12.3110936173751,4,"S05"
12.9885276298848,5,"S05"
15.0071004111416,6,"S05"
15.4797278290126,7,"S05"
17.4713439835489,8,"S05"
19.7150524914562,9,"S05"
2.71987159782201,0,"S06"
3.7246754484866,1,"S06"
4.94854769458046,2,"S06"
5.56524261950463,3,"S06"
7.15309917381922,4,"S06"
6.45867955330404,5,"S06"
7.87521904943657,6,"S06"
9.28328495910333,7,"S06"
10.928263846031,8,"S06"
11.6881819728711,9,"S06"
8.10674319018372,0,"S07"
8.92825314782992,1,"S07"
10.7703684457712,2,"S07"
13.1970728167626,3,"S07"
13.9778672052865,4,"S07"
15.4194313047071,5,"S07"
18.2260564049689,6,"S07"
19.9358456480466,7,"S07"
21.1010668707512,8,"S07"
23.3808451200827,9,"S07"
5.33560962296696,0,"S08"
4.85159903958749,1,"S08"
7.7452264275322,2,"S08"
8.28307831525116,3,"S08"
8.22114463721511,4,"S08"
9.45758738163482,5,"S08"
10.9031590022101,6,"S08"
12.7721014464963,7,"S08"
13.6318792039416,8,"S08"
15.1774889091751,9,"S08"
5.19725016317568,0,"S09"
6.69609289227859,1,"S09"
6.34421882330894,2,"S09"
9.17856686202563,3,"S09"
10.2957115364796,4,"S09"
13.3543348539525,5,"S09"
14.7384774669914,6,"S09"
15.9341871253834,7,"S09"
18.2671912139914,8,"S09"
18.7051584857441,9,"S09"
3.89774574224755,0,"S10"
5.29304495616071,1,"S10"
7.1843109548831,2,"S10"
8.8267714279213,3,"S10"
10.7282224357623,4,"S10"
12.6006888441572,5,"S10"
13.7158695915476,6,"S10"
15.1141467666368,7,"S10"
16.4697257312114,8,"S10"
18.0186257397801,9,"S10"
8.22252145029178,0,"S11"
8.23924508567261,1,"S11"
9.17112652594751,2,"S11"
10.924567527659,3,"S11"
12.7106836372576,4,"S11"
13.3337314868156,5,"S11"
14.0816718024462,6,"S11"
14.0024376578538,7,"S11"
17.4047284410332,8,"S11"
17.1664717249105,9,"S11"
3.20643509628596,0,"S12"
4.35486549664058,1,"S12"
4.41021395773796,2,"S12"
4.45584741154967,3,"S12"
5.34849472179613,4,"S12"
6.59525169001895,5,"S12"
6.86450916188747,6,"S12"
7.23741566097876,7,"S12"
8.20537502087979,8,"S12"
6.83221501646846,9,"S12"
4.31488646127358,0,"S13"
6.53944098616126,1,"S13"
7.3570063184103,2,"S13"
9.06128243866922,3,"S13"
9.76604165152312,4,"S13"
11.5742843444372,5,"S13"
11.166538440193,6,"S13"
12.710186569468,7,"S13"
14.4527957255128,8,"S13"
15.7077379356303,9,"S13"
3.94868998599306,0,"S14"
7.01473108853255,1,"S14"
6.75007149570701,2,"S14"
9.92226400424786,3,"S14"
11.6000968695321,4,"S14"
13.0728656256785,5,"S14"
14.0461865318033,6,"S14"
16.4269025500473,7,"S14"
18.8562161821944,8,"S14"
19.1803121886952,9,"S14"
9.89945619345325,0,"S15"
10.9207251917333,1,"S15"
12.7974706742951,2,"S15"
15.6824197460978,3,"S15"
17.7212083237323,4,"S15"
19.6773065408004,5,"S15"
22.8708260813338,6,"S15"
25.1013027657907,7,"S15"
26.6587019471558,8,"S15"
30.4463915619423,9,"S15"
3.34925387312074,0,"S16"
4.40688170262879,1,"S16"
6.25898036315442,2,"S16"
7.87815924184787,3,"S16"
9.66109851767088,4,"S16"
10.0607832208344,5,"S16"
11.3566142125512,6,"S16"
14.0619002290323,7,"S16"
14.9478540920376,8,"S16"
16.1646637368803,9,"S16"
4.94988980865493,0,"S17"
6.02969993633234,1,"S17"
6.71150462521963,2,"S17"
8.77116740576919,3,"S17"
8.67448020500805,4,"S17"
9.66290078419752,5,"S17"
10.6070499212024,6,"S17"
12.1348011688148,7,"S17"
12.2646735444146,8,"S17"
13.334898085184,9,"S17"
0.40606705158467,0,"S18"
-0.714623447570879,1,"S18"
1.8879662219878,2,"S18"
2.28251307862165,3,"S18"
4.03516576137664,4,"S18"
4.70458331614423,5,"S18"
4.44972877356603,6,"S18"
5.59576723081205,7,"S18"
5.05636020456828,8,"S18"
7.19990771501937,9,"S18"
7.19748350049784,0,"S19"
7.49876051819307,1,"S19"
8.12532911550631,2,"S19"
10.046871150132,3,"S19"
10.5555666125852,4,"S19"
12.2585540146601,5,"S19"
12.1706966269688,6,"S19"
12.4207506781714,7,"S19"
14.4882140420451,8,"S19"
15.5412594351705,9,"S19"
3.38186991492329,0,"S20"
4.99653029685698,1,"S20"
6.02248666472425,2,"S20"
8.05660570391701,3,"S20"
7.71959812906752,4,"S20"
9.4873188377878,5,"S20"
10.9583111037951,6,"S20"
12.9393923147548,7,"S20"
13.2833798008135,8,"S20"
15.3325534308677,9,"S20"
7.55997063590925,0,"S21"
10.7467638639118,1,"S21"
13.1181735571776,2,"S21"
16.324661791131,3,"S21"
18.4270368047779,4,"S21"
20.1527989694955,5,"S21"
21.7362994953514,6,"S21"
24.6196902121141,7,"S21"
27.5032731332977,8,"S21"
29.6327877112083,9,"S21"
6.06372236065379,0,"S22"
5.79045279130834,1,"S22"
7.43567386358316,2,"S22"
9.33429687674827,3,"S22"
10.9183354864816,4,"S22"
11.7386575423839,5,"S22"
12.0967379282695,6,"S22"
14.9193674480765,7,"S22"
15.1188153055094,8,"S22"
14.9440980757993,9,"S22"
4.53275949400201,0,"S23"
5.85333675243892,1,"S23"
7.02284796115069,2,"S23"
7.45013819749368,3,"S23"
9.02616165435908,4,"S23"
10.1232464774395,5,"S23"
11.5026299561902,6,"S23"
12.1112890376028,7,"S23"
13.7395757721505,8,"S23"
14.7662987571523,9,"S23"
7.21801194735819,0,"S24"
7.93290135167216,1,"S24"
11.0097712592473,2,"S24"
12.1067250407458,3,"S24"
12.2134997749935,4,"S24"
15.2232142051955,5,"S24"
16.8859344564571,6,"S24"
17.3281127363541,7,"S24"
18.8178238528838,8,"S24"
19.8462708063117,9,"S24"
4.08736362648136,0,"S25"
5.06559048362958,1,"S25"
7.53895903781252,2,"S25"
7.45399522494425,3,"S25"
8.10989878865585,4,"S25"
10.1737213519286,5,"S25"
13.1083360778252,6,"S25"
13.7635845709022,7,"S25"
13.6105542314067,8,"S25"
15.9846933897204,9,"S25"
11.3030906029588,0,"S26"
10.2078363973509,1,"S26"
11.0912294437115,2,"S26"
12.8122966687406,3,"S26"
15.0156931068626,4,"S26"
14.7077576244302,5,"S26"
16.8060810762618,6,"S26"
17.4655904519426,7,"S26"
18.3667180292271,8,"S26"
18.6204161388844,9,"S26"
5.49652978200205,0,"S27"
7.87560656804713,1,"S27"
9.00688343709597,2,"S27"
10.3762820717657,3,"S27"
12.194391121906,4,"S27"
14.1822445792455,5,"S27"
16.8243304327315,6,"S27"
16.1086007670978,7,"S27"
18.6673292512486,8,"S27"
20.386127504418,9,"S27"
3.43922341757181,0,"S28"
5.25242034887686,1,"S28"
7.1152513306706,2,"S28"
8.45763807443559,3,"S28"
10.0410445212824,4,"S28"
11.6951830436385,5,"S28"
13.9284284145867,6,"S28"
15.2963285303267,7,"S28"
17.5511043438845,8,"S28"
20.2825787618256,9,"S28"
5.70366759890788,0,"S29"
8.52546528279155,1,"S29"
10.3951489105663,2,"S29"
13.185569676011,3,"S29"
16.9916127112468,4,"S29"
19.3840155359697,5,"S29"
21.7964531659635,6,"S29"
