"y","x","g"
0.956696422705666,0.2655086631421,"A"
1.03534716739411,0.37212389963679,"A"
1.09316894127161,0.572853363351896,"C"
-0.780015807135396,0.908207789994776,"A"
0.560923318975969,0.201681931037456,"C"
-0.979722549866975,0.898389684967697,"A"
0.901135898682424,0.944675268605351,"B"
-1.05005327081886,0.660797792486846,"B"
-0.425793941391171,0.62911404389888,"B"
0.0657820699278287,0.0617862704675645,"C"
0.87598828733114,0.205974574899301,"A"
0.492798625049483,0.176556752528995,"C"
-0.80028444606455,0.687022846657783,"A"
0.801193645999586,0.384103718213737,"A"
-0.878648694791331,0.769841419998556,"A"
0.885465357017294,0.497699242085218,"C"
-1.25203178772525,0.717618508264422,"A"
-0.052319435899278,0.991906094830483,"C"
-0.67353709466473,0.380035179434344,"B"
-1.14978466746686,0.777445221319795,"A"
0.189925824585318,0.934705231105909,"C"
0.384679141702021,0.212142521282658,"C"
-0.580906614231231,0.651673766085878,"B"
0.735339782069727,0.125555095961317,"A"
0.715133161208359,0.267220668727532,"C"
-0.787504061321529,0.386114092543721,"B"
0.436745122932677,0.0133903331588954,"A"
-0.586639817536562,0.382387957070023,"B"
0.620325276403925,0.86969084572047,"C"
0.658509539121803,0.34034899668768,"A"
-0.960799626632125,0.482080115471035,"B"
-0.579652422386864,0.599565825425088,"B"
-1.01048098243892,0.493541307048872,"B"
0.494893955263543,0.186217601411045,"A"
-0.815168652334782,0.827373318606988,"A"
-1.25261607331892,0.668466738192365,"A"
-1.12384924686775,0.79423986072652,"A"
1.04348545091287,0.107943625887856,"B"
-0.863261568913776,0.723710946040228,"A"
0.747382542943108,0.411274429643527,"A"
0.594635325470565,0.820946294115856,"C"
-0.624659518093371,0.647060193819925,"B"
0.445435322462451,0.78293276228942,"C"
-0.00852088916104238,0.553036311641335,"A"
1.00464660400001,0.529719580197707,"C"
0.101744346138676,0.789356231689453,"B"
0.319114402665466,0.023331202333793,"A"
0.357468351137512,0.477230065036565,"A"
0.268233472292631,0.7323137386702,"B"
0.701627235856817,0.692731556482613,"C"
0.919355703738415,0.477619622135535,"C"
0.339093763471436,0.8612094768323,"C"
0.906018033619989,0.438097107224166,"C"
-0.0406423384268881,0.244797277031466,"B"
0.370500430080145,0.0706790471449494,"A"
1.0993480795475,0.0994661601725966,"B"
0.775044344384504,0.31627170718275,"A"
-0.194448712413312,0.518634263193235,"A"
1.00376197445036,0.662005076417699,"C"
-0.608534882617843,0.406830187188461,"B"
0.115881439734491,0.912875924259424,"C"
0.695425302106579,0.293603372760117,"C"
1.09646667996642,0.459065726259723,"C"
-0.291332870321326,0.332394674187526,"B"
-0.633584639264687,0.65087046707049,"B"
0.712732963999076,0.258016780717298,"A"
1.33955354536255,0.478545248275623,"C"
0.956975231244874,0.766310670645908,"C"
0.362888664182121,0.0842469143681228,"A"
0.695519456047555,0.875321330036968,"B"
0.495540976282535,0.339072937844321,"A"
0.597238238229197,0.839440350187942,"C"
1.20869742255956,0.34668348915875,"C"
0.537178623196176,0.333774930797517,"A"
-0.00787037058195075,0.476351245073602,"A"
0.651008527116526,0.892198335845023,"B"
-0.88907547567403,0.864339470630512,"A"
0.230817492196396,0.389989543473348,"A"
0.744079664452677,0.777320698834956,"C"
0.663181889357362,0.960617997217923,"B"
0.974005788738724,0.434659484773874,"C"
-0.853794502509338,0.712514678714797,"A"
0.911411965144262,0.399994368897751,"C"
1.06840150692889,0.325352151878178,"A"
0.686046124413143,0.757087148027495,"C"
0.465074697096593,0.202692255144939,"C"
-0.112588367721518,0.711121222469956,"B"
0.605491144495838,0.121691921027377,"A"
0.382864943767381,0.245488513959572,"B"
0.7799285011961,0.14330437942408,"A"
1.16844081697036,0.239629415096715,"A"
0.225124396717199,0.0589343772735447,"C"
-1.22789011558121,0.642288258532062,"B"
0.439500814164646,0.876269212691113,"B"
0.555227001223085,0.778914677444845,"C"
-0.908784788492303,0.79730882588774,"A"
-0.191209903705872,0.455274453619495,"A"
1.1527066747797,0.410084082046524,"C"
0.252317799197692,0.810870242770761,"B"
-0.763151262574977,0.604933290276676,"A"
0.573048817249472,0.654723928077146,"C"
0.604742871736436,0.353197271935642,"C"
1.00317488049458,0.270260145887733,"A"
0.12485555753519,0.99268406117335,"C"
-1.0879600916326,0.633493264438584,"B"
0.772526575168125,0.213208135217428,"A"
0.794570919318681,0.129372348077595,"B"
-1.08117075984605,0.478118034312502,"B"
1.3214250929284,0.924074469832703,"B"
-0.332319913001661,0.59876096714288,"A"
1.10791190103048,0.976170694921166,"B"
-0.992486446963616,0.731792511884123,"A"
0.839330432591456,0.356726912083104,"A"
0.27620171398751,0.431473690550774,"A"
0.722442382814919,0.148211560677737,"B"
1.29266883267188,0.0130775754805654,"B"
-0.760000475235556,0.715566066093743,"A"
0.155866484591606,0.103184235747904,"C"
-1.26735902080696,0.446284348610789,"B"
0.882760706469717,0.640101045137271,"C"
0.113814796345705,0.991838620044291,"C"
1.27010298062804,0.495593577856198,"C"
-0.16554546049773,0.484349524369463,"A"
0.591196807102189,0.173442334868014,"C"
-0.952841299120469,0.754820944508538,"A"
0.524439676719043,0.453895489219576,"A"
-0.0757062166006333,0.511169783771038,"A"
0.192139859724781,0.207545113284141,"B"
0.76165992326391,0.228658142732456,"A"
-0.928041864272443,0.595711996313184,"B"
0.900038816037818,0.57487219828181,"C"
0.935619992959545,0.0770643802825361,"A"
0.600728452034431,0.0355405795853585,"C"
-0.814930563129912,0.642795492196456,"A"
-0.642369424532482,0.928615199634805,"A"
0.558304327214767,0.598092422354966,"C"
-0.270446434274554,0.560900748008862,"A"
0.778544101189296,0.526027723914012,"C"
0.503739491179914,0.985095223877579,"C"
0.822588319451745,0.507641822332516,"C"
-0.38764271239926,0.682788078673184,"B"
0.16646344265178,0.601541217649356,"A"
0.775773184232438,0.238868677755818,"A"
0.0102278029511418,0.258165926672518,"B"
0.53016471729689,0.729309623362496,"C"
1.05845028712326,0.452570831403136,"C"
0.278627753675877,0.175126768415794,"B"
0.729863835558309,0.746698269620538,"C"
0.553471961784003,0.104987640399486,"A"
0.176168417826877,0.864544949028641,"C"
0.938096236292678,0.614644971676171,"C"
1.18224043680716,0.557159538846463,"C"
1.17757386035502,0.328777319053188,"C"
0.0157036686980174,0.453131445450708,"A"
-0.0526928957775712,0.500440972624347,"A"
0.770007765533841,0.180866361130029,"C"
0.772826036899468,0.529630602803081,"C"
-0.0501665966931481,0.0752757457084954,"A"
0.797651066458748,0.277755932649598,"A"
0.779213915591121,0.212699519237503,"A"
0.985700808658794,0.284790480975062,"A"
-0.693187113250533,0.895094102947041,"A"
1.0320683683168,0.4462353233248,"C"
0.552986083817398,0.779984889784828,"C"
-0.606882924782852,0.880619034869596,"A"
-0.927884008234984,0.413124209502712,"B"
0.437140678219949,0.0638084805104882,"C"
0.721923785501684,0.335487491684034,"C"
0.821132649390621,0.723725946620107,"C"
-0.700086216830318,0.337615333497524,"B"
-0.641046712532853,0.630414122482762,"B"
-0.851798652263082,0.840614554006606,"A"
0.281605748159675,0.856131664710119,"B"
0.913473389530537,0.39135928102769,"C"
-0.495046650353245,0.380493885604665,"B"
0.928147239592936,0.895445425994694,"B"
