"z","x","y"
0.0028567481421941,0.507478203158826,0.887914896942675
-0.3244458813987,0.306768506066874,0.685511471936479
0.263799424689112,0.426907666493207,0.629631103947759
0.803115139735763,0.693102080840617,0.750825171126053
-0.798550229161773,0.0851359688676894,0.917777327587828
0.024840552331889,0.225436616456136,0.360070282127708
-1.28382066550345,0.274530522990972,0.808408631244674
0.627134491575243,0.272305066231638,0.21319284918718
-0.205671538083284,0.615829307818785,0.139889262383804
0.197335487805827,0.429671525489539,0.298507452011108
0.489050586431679,0.651655666995794,0.689989852020517
0.256961071655711,0.567737752571702,0.685459391912445
-0.815021415770264,0.113508982118219,0.85374413523823
0.514378288017858,0.595925305271521,0.590568432817236
1.26028516381044,0.358049975009635,0.101216590031981
-0.0454520994577964,0.428809418343008,0.0250368604902178
-0.346938953281924,0.0519033221062273,0.423218425363302
0.872301465619516,0.264177667442709,0.144651330076158
0.741203722188284,0.398790730861947,0.0976456920616329
-0.188822543081838,0.836134143406525,0.462658950360492
0.375560718854822,0.864721225807443,0.556412717327476
0.547766535950714,0.615352416876704,0.61798344925046
0.870419073566435,0.775109896436334,0.896474329056218
-0.639718420224468,0.355568691389635,0.869736194377765
0.456809073271606,0.405849972041324,0.333052304107696
0.929609665366782,0.706646913895383,0.958980846684426
-0.74146603685918,0.838287665275857,0.0341734630055726
-0.880044462418589,0.239589131204411,0.999816360650584
0.823282265775407,0.770771533250809,0.637784816790372
-0.140428974140698,0.355897744419053,0.662214033771306
-0.0950462993728239,0.535597037756816,0.0887566176243126
0.727606336697187,0.0930881295353174,0.0889519108459353
-0.736421144441568,0.169803041499108,0.760430582100525
-0.0965990804480085,0.899832450784743,0.180357549805194
0.222094314374713,0.422637606970966,0.340576254064217
-0.784810728727154,0.747746467823163,0.0510485828854144
-0.0795713529352853,0.822652579983696,0.327782308682799
-0.214236320767045,0.95465364633128,0.300274809123948
-0.845132706358892,0.685444509377703,0.148901502368972
-0.0289814084780838,0.500503229675815,0.887208812404424
0.707035614643184,0.275483862496912,0.370992914307863
-1.27356377148895,0.228903944836929,0.996052415575832
0.158995007104846,0.0144339059479535,0.388656788272783
-0.658304767725293,0.728964562527835,0.133714615367353
-0.576251187623946,0.249880471732467,0.667285220464692
-0.496018347114238,0.161183276679367,0.593265684088692
0.063500493064423,0.0170426501426846,0.379190656356514
0.156539430214133,0.486100345151499,0.914474367164075
-0.0149606504676797,0.102900171885267,0.477417458547279
-0.802369426891402,0.801547004608437,0.214118525153026
-0.406544213269215,0.354328064946458,0.768377934815362
0.169572734481689,0.936432539252564,0.927392609650269
-0.659087357693622,0.245866392273456,0.538760541239753
0.16034067681269,0.473141461377963,0.0351508506573737
-1.11090023827678,0.191560871200636,0.94854342052713
-0.19641666328927,0.583221969893202,0.360254123806953
-0.229194343614532,0.459473189897835,0.712468520738184
0.209811189569497,0.467434047954157,0.27429948351346
-0.448600448088427,0.399832555558532,0.90816914732568
0.0433857824550158,0.505285596242175,0.0152194355614483
-0.146958224108866,0.0318881559651345,0.390190139645711
0.825361722828395,0.114467588020489,0.234746157191694
0.28690190587482,0.468935475917533,0.102625648956746
0.51291324888973,0.396986737614498,0.366346813971177
-0.0972143618933362,0.833619194105268,0.401622998993844
-0.639922443157555,0.761121743358672,0.331691676052287
0.620724966005309,0.573356448905542,0.507175947539508
-0.53627158601855,0.447508045937866,0.990325511433184
-0.115045765550925,0.0838020080700517,0.646940222475678
-0.320519228536943,0.219138547312468,0.586234835442156
-0.601292463346676,0.07557029183954,0.786986469291151
-0.201783756538878,0.534426784375682,0.870625856565312
-0.273431787035247,0.641356576699764,0.200264341197908
-0.0298669772980107,0.525739317527041,0.392898323247209
0.00321659297388388,0.0392813880462199,0.0137105041649193
0.437945262485728,0.545859839767218,0.695163973141462
0.705778021610561,0.372763097286224,0.129648140864447
0.294634510339869,0.961302414536476,0.356596227036789
0.586917570643248,0.257341569056734,0.0899099248927087
1.27166093960235,0.207951683318242,0.0370635539293289
0.737510690244021,0.861382439732552,0.945765646640211
0.264927204002865,0.464391982648522,0.132112900028005
-0.564732877461638,0.222867433447391,0.771689916262403
-0.206538848133656,0.623549601528794,0.238001194782555
-1.17791071255764,0.203647700604051,0.805678856326267
-0.42091365359956,0.0196734135970473,0.920478286920115
0.573087427823558,0.797993005951867,0.653636050643399
-0.863257142987061,0.274318896699697,0.649342495948076
-0.909355350217675,0.166609104024246,0.694665486225858
0.593349824295285,0.170151718193665,0.282619585283101
0.251560708509153,0.4885059366934,0.451231678482145
-0.588586208755182,0.711409077281132,0.250333831412718
0.39078131474851,0.591934921452776,0.536883232882246
0.0407696898385133,0.517156876856461,0.256033065728843
-0.110482036536103,0.381627685856074,0.360216594068334
-0.025464835432164,0.834778329590335,0.471504408633336
0.645991638215108,0.249008050654083,0.359552492620423
-0.0895094963565525,0.540601027896628,0.31170258205384
0.759331514756389,0.743839403614402,0.848159280372784
-0.172676183942788,0.0300118550658226,0.381372211501002
-0.644549026400077,0.344343504868448,0.859459146857262
-0.690677097187796,0.0613225530833006,0.987596060382202
-0.643920581430842,0.368979808874428,0.824275196995586
0.367592585639198,0.407593560405076,0.290637761820108
-0.0809590900022693,0.914336755406111,0.0720360127743334
0.612107219449217,0.888705248013139,0.558888418832794
0.420895081475392,0.983732176246122,0.182447927305475
0.269940397284581,0.477195278741419,0.0844999002292752
-0.177020559381123,0.693508233409375,0.248142116470262
-0.257898271849367,0.42574646230787,0.906543316785246
0.662495273146755,0.784166532801464,0.85614666598849
0.774713772045863,0.842695987317711,0.782095688628033
0.837290475191431,0.183472146512941,0.244338953401893
-0.00931548604217304,0.528539601247758,0.313855189131573
-0.503746495695892,0.702947550453246,0.128475250909105
0.819861877321902,0.913272760109976,0.929947183467448
1.03661936256734,0.259173918282613,0.136842572828755
0.451931421311975,0.792624769965187,0.585483640432358
-0.47881379097597,0.614469551481307,0.155553098069504
0.600388904455003,0.700620528310537,0.644778803223744
-0.666270895723002,0.107933233957738,0.659198737703264
-0.982517149513152,0.333865793189034,0.981023641536012
-0.653331982199367,0.324131608242169,0.68358251452446
0.505022225294115,0.565425756154582,0.998710233252496
0.955969722243798,0.203178191324696,0.00990626006387174
-0.243416404240674,0.219704507384449,0.603668688330799
0.439443631263942,0.633115279255435,0.506484709214419
-0.761707054164342,0.352520510321483,0.607897923793644
0.501698241302997,0.856873234035447,0.836544176563621
0.630342510169537,0.950721567496657,0.999887541634962
0.878311220011512,0.888031510869041,0.789978960296139
-0.47768863093304,0.0468587768264115,0.959772636182606
0.132098876781686,0.769040513783693,0.547600343357772
-1.15453501722683,0.230225422652438,0.785699081607163
1.26894385550803,0.315184117760509,0.00741271558217704
