"y","x","f","g"
-0.460101268687408,-0.961933415919883,"a","a"
0.954609378254973,-0.292525722878467,"a","a"
1.56564582511148,0.258788216241251,"a","a"
-0.245866071935546,-1.15213188591513,"a","a"
1.56572507265564,0.195782826286375,"a","a"
0.825144502508805,0.0301239446016315,"a","a"
1.33984724794754,0.0854177316122717,"a","a"
1.95100887485828,1.11661021271527,"a","a"
-0.808595093639694,-1.21885741557799,"a","a"
2.82989635381113,1.26736872208989,"a","a"
0.632621039813403,-0.744781596135141,"a","a"
0.0260439716312684,-1.13121857083574,"a","a"
0.980766934039302,-0.716358490032977,"a","a"
0.699790978063215,0.252652369646215,"a","a"
1.30318411599373,0.152045706655596,"a","a"
0.130878079469556,-0.30765642967842,"b","a"
1.02455397131867,-0.953017330908122,"b","a"
0.400199968428368,-0.64824281144847,"b","a"
2.10173829339432,1.22431362428059,"b","a"
1.24893201094822,0.19981160798297,"b","a"
0.355764094344209,-0.578483721859972,"b","a"
-0.335239805499691,-0.942300733477539,"b","a"
0.800294126392563,-0.203728179661995,"b","a"
-0.327148680496519,-1.66647484003016,"b","a"
1.28054760710851,-0.484455109150991,"b","a"
0.821995262576209,-0.741072660721595,"b","a"
2.06374202915932,1.16061577924134,"b","a"
2.15498936017791,1.01206712493423,"b","a"
2.1000190014435,-0.0720784740865598,"b","a"
0.427297447506356,-1.13678229809932,"b","a"
2.08408500059399,0.90062472898267,"c","a"
3.60578859699833,0.851770447092221,"c","a"
2.62254408944658,0.72771517415448,"c","a"
2.77805907286696,0.73650214568861,"c","a"
1.78324746523481,-0.352129616945692,"c","a"
2.49592109632105,0.705515513485513,"c","a"
3.0276375237569,1.30035798873208,"c","a"
1.34432580108186,0.0382520141442711,"c","a"
0.196374461266224,-0.979283769996278,"c","a"
3.47938336496461,0.793761230872534,"c","a"
2.22033564406502,0.786506872009449,"c","a"
1.75468192824975,-0.3104631309593,"c","a"
3.78475053607484,1.6988848455591,"c","a"
1.5486074663034,-0.794593708549281,"c","a"
2.78259752614089,0.348437716180028,"c","a"
-1.08441598021997,-2.26540107351778,"a","b"
1.22493635247334,-0.162205279028246,"a","b"
1.58140345980039,1.13086499145889,"a","b"
0.711786069955272,-0.455545976260457,"a","b"
0.487398279795738,-0.899166315538872,"a","b"
1.72066904331052,0.726838901731248,"a","b"
-0.0769195368661897,-0.809440901865235,"a","b"
1.26237315193995,0.267085115955233,"a","b"
-1.05749898736176,-1.73726371053359,"a","b"
-0.71166624321765,-1.41142513580887,"a","b"
0.912007770038274,-0.453551226778487,"a","b"
0.726723506402304,-1.03549127536806,"a","b"
1.57848008961828,1.36214289325928,"a","b"
1.17712769092564,0.917456736975022,"a","b"
-0.300563526461913,-0.785142161076832,"a","b"
1.90275586139178,0.573518173147265,"b","b"
1.7626573462437,0.918196207737772,"b","b"
1.61375886573976,0.256287272985725,"b","b"
1.64658314316435,0.351966555937571,"b","b"
2.20213863170082,1.1743373570956,"b","b"
0.49998037417675,-0.480846375289203,"b","b"
0.252269614330191,-0.418829722135601,"b","b"
2.42796350297283,0.955112803220351,"b","b"
0.776109181664944,-1.28900661094787,"b","b"
1.21952957335795,0.186197433075043,"b","b"
0.625747339282149,-0.0313255019472277,"b","b"
1.39860672507875,0.46709730984657,"b","b"
2.48416497158572,1.02419767420456,"b","b"
1.77587492214283,0.267358452234395,"b","b"
2.5024788737338,0.2318261028602,"b","b"
1.69924389602089,0.747592464522409,"c","b"
2.74017216872254,1.21706851052422,"c","b"
1.80453134190121,0.383358345168268,"c","b"
0.00734012819899577,-0.988052821592123,"c","b"
1.07817006514856,-0.156852910196835,"c","b"
2.70259428645513,1.73553521624809,"c","b"
1.25863114281434,-0.352298305500082,"c","b"
2.62285358369114,0.68864004412573,"c","b"
2.06731870001343,1.22440609580274,"c","b"
2.11142419992685,0.794296303303488,"c","b"
2.07806633975927,-0.00640239842172925,"c","b"
1.05013759422399,0.219150635166991,"c","b"
1.23797464757005,-0.886463751005381,"c","b"
1.34241203224303,0.439760291371926,"c","b"
0.140630593099248,-0.886389750665543,"c","b"
-0.296453206741286,-0.853818454354972,"a","c"
-0.656250380595783,-0.989994330748501,"a","c"
0.388916457093181,-0.650877736923895,"a","c"
1.55810376524951,1.05394666049401,"a","c"
0.600315250644909,-0.39087803343083,"a","c"
0.381688318912665,-0.0705863936100801,"a","c"
0.375443407687741,-0.462050809497045,"a","c"
1.96635842727498,0.540908266990262,"a","c"
2.2129257029038,0.931634970926501,"a","c"
0.655697431986368,-0.209274345208391,"a","c"
1.39814043222185,0.61735004847214,"a","c"
0.968661246681489,-0.40507751269335,"a","c"
1.36717397161559,1.05310376278932,"a","c"
1.56714632393081,0.602284246232936,"a","c"
1.49612357919762,1.01746117679617,"a","c"
2.58584941024527,0.608167318012025,"b","c"
1.08488406088981,0.206735995446507,"b","c"
-0.944675239202639,-1.89772729179401,"b","c"
0.705188683194599,-0.68258283167826,"b","c"
1.7177142674258,0.48133841544876,"b","c"
0.0533856013881882,-0.46303103800246,"b","c"
0.599486934857695,-0.279741695780017,"b","c"
0.746814045510073,-0.413690144551152,"b","c"
1.94341922443504,1.61876652099431,"b","c"
-0.00625269941500822,-0.721055710863809,"b","c"
0.445186708008003,-0.453093157328089,"b","c"
0.613630429423133,0.014257160811718,"b","c"
0.846124479770439,0.215764621195314,"b","c"
1.36496842287569,0.188870195293106,"b","c"
0.819124861285103,-0.0501484943351056,"b","c"
