"y","x","z","f"
-0.0489806017123873,0.18488225992769,0.617142163217068,0.379170584265843
-5.09434194149492,0.702374035958201,0.569064127514139,0.349290387704031
-1.87484339571981,0.573326334822923,0.153970448765904,0.153680237290558
-1.22666126757693,0.168051920365542,0.0348332154098898,0.431628879998738
1.89788446743235,0.943839338840917,0.997953456826508,0.182466672019069
-0.245142759255872,0.943474958650768,0.835573683492839,0.231877498995254
-1.01434275919564,0.129158976720646,0.586562026990578,0.39214893423824
-4.79850199249893,0.833448815625161,0.339116675779223,0.105890878402059
2.58893858961725,0.468018515501171,0.166883438127115,0.292938605109995
0.390040625278803,0.54998374171555,0.807410150999203,0.385906581319474
0.508704488213419,0.55267406697385,0.649450802244246,0.386837300815654
-1.93191741584191,0.23889475944452,0.705612240824848,0.278159151171873
0.62197737472393,0.760513313114643,0.451490668812767,0.220608888241924
-1.97305237177544,0.180820100707933,0.0722174125257879,0.488102997621257
0.212340309286375,0.405282181221992,0.362963896244764,0.465395111991083
-2.32295349775288,0.853548452956602,0.647042569005862,0.302698757801032
2.40206871953021,0.976398489437997,0.725568118039519,0.186738809113833
-1.38866753345422,0.225825461093336,0.422466694144532,0.626807555330433
3.52278834900794,0.444809229113162,0.591449058381841,0.371188671121192
0.708663727945998,0.0749794247094542,0.79789955704473,0.126677687549824
1.92642215560731,0.661898758495227,0.847612231737003,0.447362339956415
-2.24685764537477,0.387549542589113,0.000663221348077059,0.26429133000204
2.90814602780028,0.836889176862314,0.299983195029199,0.0842437657284366
1.73136587677902,0.150501440744847,0.693886893102899,0.264391782667777
2.69305935807083,0.34727224893868,0.963769144844264,0.129616455400009
2.03770957255471,0.488773231394589,0.129764632554725,0.240108611769376
1.54305915149577,0.149246862856671,0.0757581086363643,0.480834433393143
1.98517722388946,0.357062590075657,0.567546179983765,0.416011670767299
-2.22561356249595,0.962644048267975,0.555150931002572,0.144813632481512
1.14328681860631,0.132372003281489,0.0616075398866087,0.451293380709614
-2.15447783372932,0.0104145254008472,0.674172312486917,0.191274596245747
-0.593639608428985,0.164642242016271,0.914017389062792,0.0804592286157859
-1.67147791679279,0.810192144475877,0.887773871887475,0.376903224325102
2.73440307065712,0.868861036840826,0.324803044553846,0.0848016560064461
0.261043902851721,0.514281762996688,0.0926716539543122,0.186100729031583
0.28334914370134,0.627196286572143,0.831115623936057,0.438034628891447
-0.854343629684912,0.844429003074765,0.127220701426268,0.0267007314383126
0.575806744826854,0.284870574250817,0.868694554548711,0.147301194325356
0.365566568016192,0.667225647717714,0.95309647731483,0.389188444613995
