"y","x0","x1","x2","fac","f1","f2","f3"
-3.69457525481792,0.18488225992769,0.617142163217068,0.415244054514915,"2",1.9295189032736,-1.46443159691388,3.85308359377173
2.55842116591939,0.702374035958201,0.569064127514139,0.531438757665455,"3",1.9902528551272,-0.864181472777403,2.78685791023355
-1.76884653226579,0.573326334822923,0.153970448765904,0.00324621424078941,"1",0.02039621206615,-2.75235645001943,0.000331139107656992
7.47409101737486,0.168051920365542,0.0348332154098898,0.252099723322317,"3",1.42351155107155,-2.10321045402987,8.78226882747801
3.29456311118485,0.943839338840917,0.997953456826508,0.155228920048103,"1",0.937130548109209,-2.39482051226167,6.92331409450211
3.94312877080623,0.943474958650768,0.835573683492839,0.878839791286737,"2",0.7430220902369,2.04009574934665,0.152830508081872
-2.0407116592677,0.129158976720646,0.586562026990578,0.203511162893847,"2",1.19334658072897,-2.25653235384113,8.66213887096385
2.62522841727064,0.833448815625161,0.339116675779223,0.583528404124081,"2",1.93153406414615,-0.546346362251864,3.09947825772663
2.67331637595701,0.468018515501171,0.166883438127115,0.804473386378959,"3",1.15271603178664,1.23867490456583,1.02111497118379
6.77151405974111,0.54998374171555,0.807410150999203,0.264716582372785,"3",1.47806312630414,-2.06090043322508,8.58236765178851
1.15016104794819,0.55267406697385,0.649450802244246,0.405742728384212,"1",1.912953022524,-1.50762036186501,4.10072468921772
-0.573580969949226,0.23889475944452,0.705612240824848,0.380358448717743,"1",1.86038088256428,-1.61906030515811,4.86471238772196
9.92527345649679,0.760513313114643,0.451490668812767,0.240951270796359,"3",1.37344514485311,-2.13971802236068,8.88753695162683
1.55183275806624,0.180820100707933,0.0722174125257879,0.842069704318419,"3",0.952091274602623,1.6289422319499,0.468494599643343
0.263526701808945,0.405282181221992,0.362963896244764,0.00709935487248003,"3",0.0446028641629612,-2.74457000979292,0.00333207359919532
2.3579131758774,0.853548452956602,0.647042569005862,0.476415365468711,"3",1.99451269178447,-1.16583052287984,2.85675522996195
3.90991418996326,0.976398489437997,0.725568118039519,0.874515716219321,"2",0.768177199810041,1.9901616529169,0.178659271005004
-3.19475200476635,0.225825461093336,0.422466694144532,0.566878651967272,"2",1.9560178411562,-0.651560298927827,2.98816859162351
-2.16459772912279,0.444809229113162,0.591449058381841,0.500824617221951,"2",1.99999328873629,-1.03610138865978,2.74514826424787
0.744931670997552,0.0749794247094542,0.79789955704473,0.874521149788052,"3",0.768145678254407,1.99022412877361,0.178625065833263
-1.98613416468522,0.661898758495227,0.847612231737003,0.524293957278132,"2",1.99417782241313,-0.905251281767329,2.76243807096948
4.52475995785311,0.387549542589113,0.000663221348077059,0.0925511021632701,"3",0.573356720294572,-2.55552857945749,3.00169546388112
5.980544196648,0.836889176862314,0.299983195029199,0.134571503615007,"3",0.820574180959757,-2.45002769842443,5.74345064624302
-2.48782854797363,0.150501440744847,0.693886893102899,0.0430209250189364,"2",0.26948625636297,-2.66901806230439,0.51293655414988
2.04014148106705,0.34727224893868,0.963769144844264,0.579527264460921,"2",1.93790286547221,-0.571951288221374,3.07316926538295
-1.89318401888978,0.488773231394589,0.129764632554725,0.0749190652277321,"2",0.466396235126761,-2.59722380763119,1.9300758088639
2.50595125297069,0.149246862856671,0.0757581086363643,0.109240429243073,"3",0.672983540014713,-2.51468479918903,4.09973180296336
-6.3676126059705,0.357062590075657,0.567546179983765,0.0269805011339486,"2",0.169320569457525,-2.70342655854808,0.149405116356797
4.18009229771742,0.962644048267975,0.555150931002572,0.44965722411871,"1",1.97503861917894,-1.30095249623958,3.16163281863248
-1.86068196102723,0.132372003281489,0.0616075398866087,0.802779154153541,"3",1.1613988709205,1.22176955907153,1.05073758168675
2.72850656767455,0.0104145254008472,0.674172312486917,0.0946207772940397,"3",0.585802840280705,-2.55053720443584,3.13519714453325
1.64247320200076,0.164642242016271,0.914017389062792,0.0217266413383186,"3",0.136406538251634,-2.71445879892351,0.0823341584224072
-0.0988473989785403,0.810192144475877,0.887773871887475,0.865996729349717,"2",0.817316905334587,1.89303953411768,0.237915803430657
1.99240579344492,0.868861036840826,0.324803044553846,0.582203940721229,"2",1.93367611606714,-0.554844841335976,3.09083152246907
1.37470834012892,0.514281762996688,0.0926716539543122,0.156790239037946,"1",0.945785727274227,-2.39055442226427,7.0035719476132
0.581166212628005,0.627196286572143,0.831115623936057,0.514403509441763,"1",1.99795279052086,-0.961143791496142,2.74230822364921
